Gene Symbol,Deletion,Diploid,Gain
LOC100130950,3.33,92.37,4.31
SCIMP,3.33,92.37,4.31
RABEP1,3.33,92.37,4.31
NUP88,3.33,92.37,4.31
RPAIN,3.33,92.37,4.31
C1QBP,3.33,92.37,4.31
DHX33,3.33,92.37,4.31
DERL2,3.52,92.17,4.31
MIS12,3.52,92.17,4.31
LOC728392,3.52,92.17,4.31
NLRP1,3.52,92.17,4.31
LOC339166,3.52,91.98,4.5
WSCD1,3.13,92.56,4.3
AIPL1,3.14,92.37,4.5
FAM64A,3.14,92.37,4.5
PITPNM3,3.14,92.37,4.5
KIAA0753,3.33,92.37,4.31
MED31,3.33,92.37,4.31
TXNDC17,3.33,92.37,4.31
C17orf100,3.33,92.37,4.31
MIR4520A,3.33,92.37,4.31
MIR4520B,3.33,92.37,4.31
ALOX15P1,3.33,92.37,4.31
SLC13A5,3.33,92.37,4.31
XAF1,3.53,92.37,4.11
FBXO39,3.53,92.37,4.11
TEKT1,3.53,92.37,4.11
ALOX12P2,3.33,92.56,4.11
LOC100506713,3.33,92.56,4.11
ALOX12,3.33,92.56,4.11
C17orf49,3.33,92.56,4.11
MIR497HG,3.33,92.56,4.11
RNASEK-C17ORF49,3.33,92.56,4.11
RNASEK,3.33,92.56,4.11
BCL6B,3.33,92.56,4.11
MIR195,3.33,92.56,4.11
MIR497,3.33,92.56,4.11
hsa-mir-195,3.33,92.56,4.11
hsa-mir-497,3.33,92.56,4.11
SLC16A13,3.33,92.56,4.11
SLC16A11,3.33,92.56,4.11
CLEC10A,3.33,92.56,4.11
ASGR2,3.33,92.56,4.11
ASGR1,3.33,92.56,4.11
DLG4,3.33,92.56,4.11
ACADVL,3.33,92.56,4.11
MIR324,3.33,92.56,4.11
hsa-mir-324,3.33,92.56,4.11
DVL2,3.33,92.56,4.11
CTDNEP1,3.33,92.56,4.11
GABARAP,3.33,92.56,4.11
PHF23,3.33,92.56,4.11
C17orf81,3.33,92.56,4.11
CLDN7,3.33,92.56,4.11
SLC2A4,3.33,92.56,4.11
YBX2,3.33,92.56,4.11
EIF5A,3.33,92.56,4.11
GPS2,3.33,92.56,4.11
NEURL4,3.33,92.56,4.11
ACAP1,3.33,92.56,4.11
KCTD11,3.33,92.56,4.11
TMEM95,3.33,92.56,4.11
TNK1,3.33,92.56,4.11
C17orf61-PLSCR3,3.33,92.56,4.11
PLSCR3,3.33,92.56,4.11
C17orf61,3.33,92.56,4.11
NLGN2,3.33,92.56,4.11
SPEM1,3.33,92.56,4.11
C17orf74,3.33,92.56,4.11
FGF11,3.33,92.56,4.11
TMEM102,3.33,92.56,4.11
CHRNB1,3.33,92.56,4.11
ZBTB4,3.33,92.56,4.11
POLR2A,3.33,92.56,4.11
SLC35G6,3.33,92.56,4.11
TNFSF12-TNFSF13,3.52,92.37,4.11
TNFSF12,3.52,92.37,4.11
TNFSF13,3.52,92.37,4.11
SENP3-EIF4A1,3.52,92.37,4.11
SENP3,3.52,92.37,4.11
EIF4A1,3.52,92.37,4.11
SNORA48,3.52,92.37,4.11
SNORA67,3.52,92.37,4.11
SNORD10,3.52,92.37,4.11
CD68,3.52,92.37,4.11
MPDU1,3.52,92.37,4.11
FXR2,3.52,92.37,4.11
SOX15,3.52,92.37,4.11
SHBG,3.52,92.37,4.11
SAT2,3.52,92.37,4.11
ATP1B2,3.52,92.37,4.11
TP53,3.33,92.37,4.3
WRAP53,3.33,92.37,4.3
EFNB3,3.33,92.37,4.3
DNAH2,3.33,92.37,4.3
RPL29P2,3.33,92.37,4.3
KDM6B,3.14,92.56,4.3
CYB5D1,3.14,92.56,4.3
LSMD1,3.14,92.56,4.3
TMEM88,3.14,92.56,4.3
CHD3,3.14,92.37,4.5
SCARNA21,3.14,92.56,4.3
LOC284023,3.14,92.37,4.5
KCNAB3,3.14,92.37,4.5
TRAPPC1,3.14,92.37,4.5
CNTROB,3.14,92.37,4.5
GUCY2D,3.14,92.37,4.5
ALOX15B,3.14,92.37,4.5
ALOX12B,3.14,92.37,4.5
MIR4314,3.14,92.37,4.5
hsa-mir-4314,3.14,92.37,4.5
ALOXE3,3.14,92.37,4.5
HES7,3.14,92.37,4.5
PER1,3.14,92.37,4.5
VAMP2,3.14,92.37,4.5
TMEM107,3.14,92.37,4.5
C17orf59,3.14,92.37,4.5
MIR3676,3.14,92.37,4.5
MIR4521,3.14,92.37,4.5
AURKB,3.14,92.37,4.5
LINC00324,3.14,92.37,4.5
CTC1,3.14,92.37,4.5
PFAS,3.14,92.37,4.5
RANGRF,3.14,92.37,4.5
SLC25A35,3.14,92.37,4.5
ARHGEF15,3.14,92.37,4.5
ODF4,3.14,92.37,4.5
LOC100128288,3.14,92.37,4.5
KRBA2,3.14,92.37,4.5
RPL26,3.14,92.37,4.5
RNF222,3.14,92.37,4.5
NDEL1,3.14,92.37,4.5
MYH10,3.14,92.56,4.3
CCDC42,3.14,92.56,4.3
SPDYE4,3.14,92.56,4.3
MFSD6L,3.14,92.56,4.3
PIK3R6,3.14,92.56,4.3
PIK3R5,3.14,92.76,4.11
NTN1,3.14,92.76,4.11
STX8,3.14,92.56,4.3
WDR16,3.14,92.56,4.3
USP43,2.94,92.76,4.3
DHRS7C,2.94,92.76,4.3
GLP2R,2.94,92.76,4.3
RCVRN,2.94,92.95,4.11
GAS7,3.13,92.76,4.11
MYH13,3.13,92.95,3.91
MYH8,3.13,92.95,3.91
MYH4,3.13,92.95,3.91
MYH1,3.13,92.95,3.91
MYH2,3.13,93.15,3.72
MYH3,3.13,93.15,3.72
SCO1,3.13,93.15,3.72
C17orf48,3.13,93.15,3.72
TMEM220,3.13,93.15,3.72
LOC100289255,3.13,93.15,3.72
PIRT,3.13,93.15,3.72
SHISA6,3.13,93.35,3.52
DNAH9,3.13,93.35,3.52
ZNF18,3.13,93.35,3.52
MAP2K4,3.13,93.35,3.52
MIR744,3.13,93.35,3.52
hsa-mir-744,3.13,93.35,3.52
FLJ34690,3.13,93.35,3.52
MYOCD,3.13,93.35,3.52
ARHGAP44,3.13,93.35,3.52
ELAC2,3.13,93.35,3.52
HS3ST3A1,3.13,93.35,3.52
hsa-mir-548h-3,3.13,93.35,3.52
CDRT15P1,3.13,93.35,3.52
COX10,3.13,93.35,3.52
CDRT15,3.13,93.35,3.52
CDRT1,3.13,93.35,3.52
CDRT4,3.13,93.35,3.52
CDRT7,3.13,93.35,3.52
FAM18B2-CDRT4,3.13,93.35,3.52
FAM18B2,3.13,93.35,3.52
HS3ST3B1,3.13,93.35,3.52
MGC12916,3.13,93.35,3.52
MIR4731,3.13,93.35,3.52
PMP22,3.13,93.35,3.52
TEKT3,3.13,93.35,3.52
TRIM16,3.13,93.15,3.72
CDRT15P2,2.94,93.35,3.72
TBC1D26,2.94,93.35,3.72
ZNF286A,2.94,93.35,3.72
MEIS3P1,2.94,93.35,3.72
ADORA2B,2.94,93.35,3.72
ZSWIM7,2.94,93.35,3.72
TTC19,2.94,93.35,3.72
NCOR1,2.94,93.35,3.72
PIGL,2.94,93.35,3.72
MIR1288,2.94,93.35,3.72
hsa-mir-1288,2.94,93.35,3.72
CENPV,2.94,93.35,3.72
UBB,2.94,93.54,3.52
TRPV2,2.94,93.54,3.52
C17orf76-AS1,2.94,93.54,3.52
FAM211A,2.94,93.54,3.52
SNORD49A,2.94,93.54,3.52
SNORD49B,2.94,93.54,3.52
SNORD65,2.94,93.54,3.52
ZNF287,2.94,93.54,3.52
ZNF624,2.94,93.54,3.52
CCDC144A,2.94,93.54,3.52
FAM106CP,2.94,93.54,3.52
KRT16P2,2.94,93.54,3.52
USP32P1,2.94,93.54,3.52
TNFRSF13B,2.94,93.74,3.33
MPRIP,2.94,93.74,3.33
PLD6,2.94,93.74,3.33
FLCN,2.94,93.74,3.33
COPS3,2.94,93.74,3.33
NT5M,2.94,93.74,3.33
SMCR9,2.94,93.74,3.33
MED9,2.94,93.74,3.33
RASD1,2.94,93.74,3.33
PEMT,2.94,93.74,3.33
RAI1,2.94,93.74,3.33
SMCR5,2.94,93.74,3.33
MIR33B,2.94,93.74,3.33
SREBF1,2.94,93.74,3.33
hsa-mir-33b,2.94,93.74,3.33
TOM1L2,2.94,93.74,3.33
LRRC48,2.94,93.74,3.33
ATPAF2,2.94,93.74,3.33
C17orf39,2.94,93.74,3.33
DRG2,2.74,93.93,3.33
MYO15A,2.74,93.93,3.33
ALKBH5,2.74,93.93,3.33
LLGL1,2.74,93.93,3.33
FLII,2.74,93.93,3.33
SMCR7,2.74,93.93,3.33
TOP3A,2.74,93.93,3.33
SMCR8,2.74,93.93,3.33
SHMT1,2.74,93.93,3.33
EVPLL,3.13,93.54,3.33
LOC339240,3.13,93.54,3.33
LGALS9C,3.13,93.54,3.33
USP32P2,3.13,93.54,3.33
FAM106A,3.13,93.54,3.33
CCDC144B,3.13,93.54,3.33
TBC1D28,3.13,93.54,3.33
ZNF286B,3.13,93.54,3.33
FOXO3B,3.13,93.54,3.33
TRIM16L,3.13,93.54,3.33
FBXW10,3.13,93.54,3.33
FAM18B1,3.13,93.54,3.33
PRPSAP2,3.13,93.54,3.33
SLC5A10,3.13,93.15,3.72
EPN2,3.13,92.95,3.92
FAM83G,3.13,93.15,3.72
GRAPL,3.13,93.15,3.72
GRAP,3.13,93.15,3.72
B9D1,3.13,92.95,3.92
MIR1180,3.13,92.95,3.92
hsa-mir-1180,3.13,92.95,3.92
MAPK7,3.13,93.15,3.72
MFAP4,3.13,93.15,3.72
RNF112,3.13,93.15,3.72
SLC47A1,3.13,93.15,3.72
SNORA59A|chr17,3.13,93.15,3.72
SNORA59B|chr17,3.13,93.15,3.72
ALDH3A2,3.13,93.35,3.53
SLC47A2,3.13,93.35,3.53
ALDH3A1,3.13,93.35,3.53
ULK2,3.13,93.35,3.53
AKAP10,3.13,93.35,3.53
SPECC1,3.13,93.35,3.53
CCDC144C,3.13,93.35,3.53
KRT16P3,3.33,93.15,3.53
LGALS9B,3.33,93.15,3.53
CDRT15L2,3.33,93.15,3.53
CCDC144NL,3.13,93.35,3.53
USP22,3.13,93.35,3.53
DHRS7B,3.13,93.35,3.53
TMEM11,3.13,93.35,3.53
C17orf103,2.94,93.54,3.53
MAP2K3,2.94,93.54,3.53
KCNJ12,3.33,93.54,3.13
C17orf51,3.33,93.74,2.94
FAM27L,3.33,93.74,2.94
FLJ36000,3.33,93.74,2.94
KCNJ18,3.33,93.74,2.94
MTRNR2L1,3.33,93.74,2.94
MIR4522,3.53,93.54,2.94
WSB1,3.53,93.54,2.94
TBC1D3P5,3.53,93.54,2.94
KSR1,3.53,93.54,2.94
LGALS9,3.53,93.54,2.94
NOS2,3.53,93.54,2.94
C17orf108,3.53,93.54,2.94
NLK,3.53,93.54,2.94
PYY2,3.53,93.54,2.94
PPY2,3.53,93.54,2.94
KRT18P55,3.53,93.54,2.94
TMEM97,3.53,93.54,2.94
IFT20,3.53,93.54,2.94
TNFAIP1,3.53,93.54,2.94
POLDIP2,3.53,93.54,2.94
MIR4723,3.53,93.54,2.94
SEBOX,3.53,93.54,2.94
TMEM199,3.53,93.54,2.94
SARM1,3.53,93.54,2.94
VTN,3.53,93.54,2.94
SLC46A1,3.53,93.54,2.94
SLC13A2,3.53,93.54,2.94
FOXN1,3.53,93.54,2.94
PIGS,3.53,93.54,2.94
UNC119,3.53,93.54,2.94
ALDOC,3.53,93.54,2.94
SPAG5,3.53,93.54,2.94
SPAG5-AS1,3.53,93.54,2.94
KIAA0100,3.53,93.54,2.94
SGK494,3.53,93.54,2.94
SDF2,3.53,93.54,2.94
SUPT6H,3.53,93.35,3.13
PROCA1,3.53,93.35,3.13
RAB34,3.53,93.35,3.13
RPL23A,3.53,93.35,3.13
SNORD42A,3.53,93.35,3.13
SNORD42B,3.53,93.35,3.13
SNORD4A,3.53,93.35,3.13
SNORD4B,3.53,93.35,3.13
TLCD1,3.53,93.35,3.13
NEK8,3.53,93.35,3.13
TRAF4,3.53,93.35,3.13
C17orf63,3.53,93.15,3.33
ERAL1,3.33,93.54,3.13
MIR144,3.33,93.54,3.13
MIR451A,3.33,93.54,3.13
MIR451B,3.33,93.54,3.13
MIR4732,3.33,93.54,3.13
hsa-mir-144,3.33,93.54,3.13
hsa-mir-451,3.33,93.54,3.13
FLOT2,3.33,93.54,3.13
DHRS13,3.33,93.54,3.13
PHF12,3.33,93.54,3.13
SEZ6,3.33,93.54,3.13
PIPOX,3.33,93.15,3.52
MYO18A,3.33,92.95,3.72
TIAF1,3.33,93.15,3.52
CRYBA1,3.33,92.95,3.72
NUFIP2,3.33,93.15,3.52
MIR4523,3.52,93.35,3.13
TAOK1,3.72,93.15,3.13
ABHD15,3.72,93.15,3.13
GIT1,3.72,93.15,3.13
TP53I13,3.72,93.15,3.13
ANKRD13B,3.92,92.95,3.13
CORO6,3.92,92.95,3.13
SSH2,3.92,92.95,3.13
EFCAB5,3.92,92.95,3.13
MIR3184,3.92,93.15,2.94
MIR423,3.92,93.15,2.94
NSRP1,3.92,93.15,2.94
hsa-mir-3184,3.92,93.15,2.94
hsa-mir-423,3.92,93.15,2.94
SLC6A4,4.11,92.95,2.94
BLMH,4.11,92.95,2.94
TMIGD1,4.11,92.95,2.94
CPD,4.31,92.56,3.13
GOSR1,4.11,92.56,3.33
TBC1D29,4.11,92.56,3.33
LRRC37BP1,4.11,92.56,3.33
SH3GL1P2,4.11,92.56,3.33
SUZ12P,4.11,92.56,3.33
CRLF3,4.11,92.56,3.33
ATAD5,4.11,92.56,3.33
TEFM,4.11,92.56,3.33
ADAP2,4.11,92.56,3.33
RNF135,4.11,92.56,3.33
DPRXP4,4.11,92.56,3.33
MIR4733,4.11,92.56,3.33
NF1,4.31,92.37,3.33
OMG,4.11,92.56,3.33
EVI2B,4.11,92.56,3.33
EVI2A,4.11,92.56,3.33
RAB11FIP4,4.31,92.56,3.13
MIR4724,4.31,92.56,3.13
MIR193A,4.3,92.56,3.13
hsa-mir-193a,4.3,92.56,3.13
MIR365B,4.3,92.56,3.13
MIR4725,4.3,92.56,3.13
hsa-mir-365-2,4.3,92.56,3.13
C17orf79,3.92,92.95,3.13
UTP6,3.92,92.95,3.13
SUZ12,3.92,92.95,3.13
LRRC37B,3.92,92.95,3.13
SH3GL1P1,3.92,92.95,3.13
RHOT1,4.11,92.56,3.33
ARGFXP2,4.11,92.56,3.33
RHBDL3,3.92,92.95,3.13
C17orf75,3.92,92.95,3.13
MIR632,3.92,92.95,3.13
ZNF207,3.92,92.95,3.13
hsa-mir-632,3.92,92.95,3.13
PSMD11,3.92,92.95,3.13
CDK5R1,3.92,92.95,3.13
MYO1D,3.92,92.76,3.33
TMEM98,3.92,92.56,3.53
SPACA3,3.92,92.56,3.53
ACCN1,3.92,92.56,3.53
AA06,3.91,92.76,3.33
C17orf102,3.91,92.56,3.52
CCL11,3.91,92.56,3.52
CCL13,3.91,92.56,3.52
CCL1,3.91,92.56,3.52
CCL2,3.91,92.56,3.52
CCL7,3.91,92.56,3.52
CCL8,3.91,92.56,3.52
TMEM132E,3.91,92.56,3.52
CCT6B,3.72,92.56,3.72
ZNF830,3.72,92.56,3.72
LIG3,3.72,92.56,3.72
RAD51L3-RFFL,3.72,92.37,3.92
RFFL,3.72,92.37,3.92
RAD51D,3.72,92.37,3.92
FNDC8,3.72,92.37,3.92
NLE1,3.72,92.37,3.92
UNC45B,3.72,92.37,3.92
SLC35G3,3.72,92.37,3.92
SLFN5,3.72,92.37,3.92
SLFN11,3.72,92.37,3.92
SLFN12,3.72,92.37,3.92
SLFN13,3.72,92.37,3.92
SLFN12L,3.72,92.37,3.92
SLFN14,3.72,92.37,3.92
PEX12,3.72,92.37,3.92
SNORD7,3.72,92.37,3.92
AP2B1,3.72,92.17,4.11
RASL10B,3.72,92.17,4.11
GAS2L2,3.72,92.17,4.11
C17orf50,3.72,92.17,4.11
MMP28,3.72,91.98,4.31
TAF15,3.72,91.98,4.31
C17orf66,3.52,92.37,4.11
CCL5,3.52,92.37,4.11
RDM1,3.52,92.37,4.11
LYZL6,3.52,92.37,4.11
CCL16,3.72,92.37,3.92
CCL14-CCL15,3.72,92.37,3.92
CCL14,3.72,92.37,3.92
CCL15,3.72,92.37,3.92
CCL23,3.72,92.37,3.92
CCL18,3.72,92.37,3.92
CCL3L1,3.72,92.37,3.92
CCL3L3,3.72,92.37,3.92
CCL3,3.72,92.37,3.92
CCL4L1,3.72,92.37,3.92
CCL4L2,3.72,92.37,3.92
CCL4,3.72,92.37,3.92
GGNBP2,3.72,92.37,3.92
MYO19,3.72,92.37,3.92
PIGW,3.72,92.37,3.92
TBC1D3B,3.72,92.37,3.92
TBC1D3C,3.72,92.37,3.92
TBC1D3G,3.72,92.37,3.92
TBC1D3H,3.72,92.37,3.92
ZNHIT3,3.72,92.37,3.92
DHRS11,3.72,92.56,3.72
MRM1,3.52,92.76,3.72
LHX1,3.52,92.56,3.92
AATF,3.52,92.56,3.92
MIR2909,3.72,92.56,3.72
hsa-mir-2909,3.72,92.56,3.72
ACACA,3.72,92.37,3.91
C17orf78,3.72,92.37,3.91
TADA2A,3.72,92.37,3.91
DUSP14,3.72,92.37,3.91
SYNRG,3.72,92.37,3.91
DDX52,3.72,92.37,3.91
HNF1B,3.72,92.37,3.91
LOC284100,3.92,92.17,3.91
TBC1D3F,3.92,92.17,3.91
TBC1D3,3.92,92.17,3.91
LOC440434,3.92,92.17,3.91
MRPL45,3.92,91.98,4.11
GPR179,3.92,91.98,4.11
SOCS7,3.92,92.17,3.91
ARHGAP23,3.92,92.17,3.91
SRCIN1,3.92,92.17,3.91
C17orf96,3.92,92.17,3.91
MIR4734,3.92,92.17,3.91
MLLT6,3.92,92.17,3.91
MIR4726,3.92,92.17,3.91
CISD3,3.92,92.17,3.91
PCGF2,3.92,92.17,3.91
PSMB3,3.92,92.17,3.91
PIP4K2B,3.92,92.17,3.91
CWC25,3.72,92.37,3.91
MIR4727,3.53,92.56,3.91
C17orf98,3.53,92.56,3.91
RPL23,3.53,92.56,3.91
SNORA21,3.53,92.56,3.91
LASP1,3.53,92.56,3.91
LOC100505576,3.53,92.56,3.91
FBXO47,3.53,92.56,3.91
FLJ43826,3.53,92.56,3.91
LOC100131347,3.53,92.56,3.91
PLXDC1,3.53,92.56,3.91
ARL5C,3.53,92.56,3.91
CACNB1,3.53,92.56,3.91
RPL19,3.53,92.56,3.91
STAC2,3.53,92.56,3.91
FBXL20,3.53,92.37,4.11
MED1,3.52,92.37,4.11
CDK12,3.52,92.37,4.11
NEUROD2,3.52,92.37,4.11
PPP1R1B,3.52,92.37,4.11
STARD3,3.52,92.37,4.11
PNMT,3.52,92.37,4.11
TCAP,3.52,92.37,4.11
PGAP3,3.52,92.37,4.11
ERBB2,3.52,92.37,4.11
MIEN1,3.52,92.37,4.11
MIR4728,3.52,92.37,4.11
GRB7,3.52,92.37,4.11
IKZF3,3.72,92.17,4.11
ZPBP2,3.91,91.98,4.11
GSDMB,3.91,91.98,4.11
ORMDL3,3.91,91.98,4.11
LRRC3C,3.91,91.98,4.11
GSDMA,3.91,91.98,4.11
PSMD3,4.11,91.98,3.91
CSF3,4.11,91.98,3.91
MED24,4.11,91.98,3.91
SNORD124,4.11,91.98,3.91
THRA,4.11,91.98,3.91
NR1D1,4.11,91.98,3.91
MSL1,4.11,91.98,3.91
CASC3,4.11,91.98,3.91
RAPGEFL1,4.11,91.98,3.91
WIPF2,4.11,91.98,3.91
CDC6,3.91,92.17,3.91
RARA,3.91,92.17,3.91
GJD3,3.91,92.17,3.91
TOP2A,3.91,92.17,3.91
IGFBP4,3.91,92.17,3.91
TNS4,3.91,92.17,3.91
CCR7,3.91,92.17,3.91
SMARCE1,3.91,92.17,3.91
KRT222,3.91,92.17,3.91
KRT24,3.91,92.17,3.91
KRT25,3.91,92.17,3.91
KRT26,3.91,92.17,3.91
KRT27,3.91,92.17,3.91
KRT28,3.91,92.17,3.91
KRT10,3.91,92.17,3.91
TMEM99,3.91,92.17,3.91
KRT12,3.91,92.17,3.91
KRT20,3.91,92.17,3.91
KRT23,3.91,92.17,3.91
KRT39,3.91,92.17,3.91
KRT40,3.91,92.17,3.91
KRTAP3-3,3.91,92.17,3.91
KRTAP3-2,3.91,92.17,3.91
KRTAP3-1,3.91,92.17,3.91
KRTAP1-3,3.91,92.17,3.91
KRTAP1-5,3.91,92.17,3.91
KRTAP1-1,3.91,92.17,3.91
KRTAP2-1,3.91,92.17,3.91
KRTAP2-2,3.91,92.17,3.91
LOC730755,3.91,92.17,3.91
KRTAP2-4,3.91,92.17,3.91
KRTAP4-7,3.91,92.17,3.91
KRTAP4-8,3.91,92.17,3.91
KRTAP4-9,3.91,92.17,3.91
KRTAP4-11,3.91,92.17,3.91
KRTAP4-12,3.91,92.17,3.91
KRTAP4-6,3.91,92.17,3.91
KRTAP4-5,3.91,92.17,3.91
KRTAP4-4,3.91,92.17,3.91
KRTAP4-3,3.91,92.17,3.91
KRTAP4-2,3.91,92.17,3.91
KRTAP4-1,3.91,92.17,3.91
KRTAP9-1,3.91,92.17,3.91
KRTAP9-2,3.91,92.17,3.91
KRTAP9-3,3.91,92.17,3.91
KRTAP9-8,3.91,92.17,3.91
KRTAP9-4,3.91,92.17,3.91
KRTAP9-9,3.91,92.17,3.91
KRTAP16-1,3.91,92.17,3.91
KRTAP17-1,3.91,92.17,3.91
KRT33A,3.91,92.17,3.91
KRT33B,3.91,92.17,3.91
KRT34,3.91,92.17,3.91
KRT31,3.91,92.17,3.91
LOC100505782,3.91,92.17,3.91
KRT37,3.91,92.17,3.91
KRT38,3.91,92.17,3.91
KRT32,3.91,91.98,4.11
KRT35,3.91,91.98,4.11
KRT36,3.91,91.98,4.11
KRT13,3.91,91.98,4.11
KRT15,3.91,91.98,4.11
KRT19,3.91,91.98,4.11
LOC147093,3.91,91.98,4.11
KRT9,3.91,91.98,4.11
KRT14,3.91,91.98,4.11
KRT16,3.91,91.98,4.11
KRT17,3.91,91.98,4.11
KRT42P,3.91,91.98,4.11
EIF1,3.91,91.98,4.11
GAST,3.91,91.98,4.11
HAP1,3.91,91.98,4.11
JUP,3.91,91.98,4.11
LEPREL4,3.91,91.98,4.11
FKBP10,3.91,91.98,4.11
NT5C3L,3.91,91.98,4.11
KLHL10,3.91,91.98,4.11
KLHL11,3.91,91.98,4.11
ACLY,3.91,91.98,4.11
TTC25,3.91,91.98,4.11
CNP,3.91,91.98,4.11
DNAJC7,3.91,91.98,4.11
NKIRAS2,3.91,91.98,4.11
ZNF385C,3.91,91.98,4.11
DHX58,3.91,91.98,4.11
KAT2A,3.91,91.98,4.11
HSPB9,3.91,91.98,4.11
RAB5C,3.91,91.98,4.11
KCNH4,3.91,92.17,3.91
HCRT,3.91,92.17,3.91
GHDC,3.91,92.17,3.91
STAT5B,3.91,92.17,3.91
STAT5A,3.91,92.17,3.91
STAT3,3.91,92.17,3.91
PTRF,3.91,92.17,3.91
ATP6V0A1,3.91,92.17,3.91
NAGLU,3.91,92.17,3.91
HSD17B1,3.91,92.17,3.91
COASY,3.91,92.17,3.91
MLX,3.91,92.17,3.91
PSMC3IP,3.92,92.17,3.91
FAM134C,3.92,92.17,3.91
TUBG1,3.92,92.17,3.91
TUBG2,3.92,92.17,3.91
PLEKHH3,3.92,92.17,3.91
CCR10,3.92,92.17,3.91
CNTNAP1,3.92,92.17,3.91
EZH1,3.92,92.17,3.91
LOC100190938,3.92,92.17,3.91
RAMP2,3.92,92.17,3.91
VPS25,3.92,92.17,3.91
WNK4,3.92,92.17,3.91
CCDC56,3.92,92.17,3.91
CNTD1,3.92,92.17,3.91
BECN1,3.92,92.17,3.91
PSME3,3.92,92.17,3.91
AOC2,3.92,92.17,3.91
AOC3,3.92,92.17,3.91
AOC4,3.92,92.17,3.91
LOC388387,3.92,92.17,3.91
G6PC,3.92,92.17,3.91
AARSD1,3.72,92.37,3.91
RUNDC1,3.72,92.37,3.91
RPL27,3.72,92.37,3.91
IFI35,3.72,92.37,3.91
VAT1,3.72,92.37,3.91
RND2,3.72,92.37,3.91
BRCA1,3.72,92.17,4.11
NBR2,3.72,92.17,4.11
NBR1,3.72,92.17,4.11
ARL4D,3.72,92.17,4.11
LOC100130581,3.72,92.17,4.11
TMEM106A,3.72,92.17,4.11
MIR2117,3.72,92.37,3.91
hsa-mir-2117,3.72,92.37,3.91
DHX8,3.72,92.37,3.91
ETV4,3.72,92.37,3.91
MEOX1,3.72,92.37,3.91
SOST,3.53,92.56,3.91
DUSP3,3.53,92.56,3.91
C17orf105,3.53,92.56,3.91
MPP3,3.53,92.56,3.91
CD300LG,3.33,92.76,3.91
MPP2,3.33,92.76,3.91
FAM215A,3.33,92.76,3.91
PPY,3.33,92.76,3.91
PYY,3.33,92.76,3.91
NAGS,3.33,92.76,3.91
TMEM101,3.33,92.76,3.91
LSM12,3.33,92.76,3.91
G6PC3,3.33,92.76,3.91
HDAC5,3.33,92.76,3.91
C17orf53,3.52,92.56,3.91
ASB16,3.52,92.56,3.91
C17orf65,3.52,92.56,3.91
TMUB2,3.52,92.56,3.91
ATXN7L3,3.52,92.56,3.91
UBTF,3.52,92.56,3.91
SLC4A1,3.52,92.56,3.91
RUNDC3A,3.52,92.56,3.91
SLC25A39,3.52,92.56,3.91
GRN,3.52,92.56,3.91
FAM171A2,3.52,92.56,3.91
ITGA2B,3.52,92.56,3.91
GPATCH8,3.52,92.56,3.91
FZD2,3.52,92.76,3.72
C17orf104,3.52,92.76,3.72
CCDC43,3.52,92.76,3.72
DBF4B,3.33,92.76,3.91
ADAM11,3.33,92.76,3.91
GJC1,3.33,92.76,3.91
HIGD1B,3.33,92.76,3.91
EFTUD2,3.33,92.76,3.91
CCDC103,3.33,92.76,3.91
GFAP,3.33,92.76,3.91
KIF18B,3.33,92.76,3.91
C1QL1,3.33,92.95,3.72
DCAKD,3.13,93.15,3.72
NMT1,3.13,93.15,3.72
PLCD3,2.94,93.35,3.72
ACBD4,2.94,93.35,3.72
HEXIM1,2.94,93.35,3.72
HEXIM2,2.94,93.35,3.72
FMNL1,2.94,93.35,3.72
C17orf46,2.94,93.35,3.72
LOC100133991,2.94,93.35,3.72
MAP3K14,3.13,93.15,3.72
ARHGAP27,3.13,92.95,3.91
ARL17A,3.33,92.56,4.11
ARL17B,3.33,92.56,4.11
C17orf69,3.33,92.56,4.11
CRHR1,3.33,92.56,4.11
IMP5,3.33,92.56,4.11
KIAA1267,3.33,92.56,4.11
LOC100128977,3.33,92.56,4.11
LOC100130148,3.33,92.56,4.11
LOC644172,3.33,92.56,4.11
LOC644246,3.33,92.56,4.11
LRRC37A2,3.33,92.56,4.11
LRRC37A4,3.33,92.56,4.11
LRRC37A,3.33,92.56,4.11
MAPT,3.33,92.56,4.11
MGC57346,3.33,92.56,4.11
MIR4315-1,3.14,89.63,7.24
MIR4315-2,3.14,89.63,7.24
NSFP1,3.33,92.56,4.11
NSF,3.33,92.56,4.11
PLEKHM1,3.33,92.56,4.11
STH,3.33,92.56,4.11
hsa-mir-4315-1,3.33,92.56,4.11
WNT3,3.33,92.56,4.11
WNT9B,3.33,92.56,4.11
GOSR2,3.33,92.56,4.11
RPRML,3.33,92.56,4.11
CDC27,3.33,92.76,3.91
MYL4,3.33,92.76,3.91
ITGB3,3.33,92.76,3.91
C17orf57,3.53,92.56,3.91
MRPL45P2,3.53,92.56,3.91
NPEPPS,3.53,92.56,3.91
KPNB1,3.33,92.76,3.91
TBKBP1,3.33,92.76,3.91
TBX21,3.33,92.76,3.91
OSBPL7,3.33,92.76,3.91
MRPL10,3.33,92.76,3.91
LRRC46,3.33,92.76,3.91
SCRN2,3.33,92.76,3.91
SP6,3.33,92.76,3.91
SP2,3.33,92.76,3.91
PNPO,3.33,92.76,3.91
PRR15L,3.33,92.76,3.91
